Names_mpio,Names_depto,URL_mpio,URL_depto, Mesas instaladas,Mesas informadas,Potencial sufragantes,Total sufragantes,Votos por candidatos,Votos en blanco,Votos válidos,Votos nulos,Votos no marcados,Votos_Santos,Porc_Votos_Santos,Votos_Zuluaga,Porc_Votos_Zuluaga
MALAGA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2713099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,43,43,14869,8202,7649,283,7932,257,13,3012,37.97,4637,58.45
MATANZA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2713399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,15,15,4847,2862,2745,60,2805,35,22,753,26.84,1992,71.01
MOGOTES,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2713699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,23,23,7339,4007,3739,110,3849,141,17,1455,37.80,2284,59.34
MOLAGAVITA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2713999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,15,15,3571,1867,1794,40,1834,24,9,332,18.10,1462,79.71
OCAMONTE,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2714299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,10,10,3677,2217,2154,32,2186,26,5,1028,47.02,1126,51.50
OIBA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2714599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,21,21,8124,4474,4212,129,4341,121,12,1693,39.00,2519,58.02
ONZAGA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2714899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,13,13,3793,1998,1899,36,1935,42,21,726,37.51,1173,60.62
PALMAR,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2715199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,4,4,1308,747,722,11,733,13,1,468,63.84,254,34.65
PALMAS DEL SOCORRO,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2715499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,7,7,2412,1382,1326,26,1352,21,9,630,46.59,696,51.47
PARAMO,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2715799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,9,9,2977,2023,1926,47,1973,46,4,664,33.65,1262,63.96
PIEDECUESTA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2716099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,252,252,93023,53602,49543,2178,51721,1763,118,26498,51.23,23045,44.55
PINCHOTE,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2716399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,8,8,2917,1786,1699,47,1746,35,5,747,42.78,952,54.52
PUENTE NACIONAL,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2716699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,38,38,12323,5922,5612,166,5778,134,10,2973,51.45,2639,45.67
PUERTO PARRA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2716799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,16,16,5211,2255,2118,63,2181,56,18,1001,45.89,1117,51.21
PUERTO WILCHES,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2716999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,63,63,22147,11014,10578,194,10772,206,36,6563,60.92,4015,37.27
RIONEGRO,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2717299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,64,64,21094,10822,10223,309,10532,256,34,4746,45.06,5477,52.00
SABANA DE TORRES,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2717499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,49,49,19187,9658,9127,270,9397,220,41,4697,49.98,4430,47.14
SAN ANDRES,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2717599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,25,25,6944,3824,3677,72,3749,50,25,1496,39.90,2181,58.17
SAN BENITO,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2717899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,9,9,2933,1460,1424,21,1445,12,3,783,54.18,641,44.35
SAN GIL,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2718199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,108,108,37904,20658,19122,927,20049,591,18,9931,49.53,9191,45.84
SAN JOAQUIN,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2718499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,6,6,2185,1153,1099,26,1125,19,9,514,45.68,585,52.00
SAN JOSE DE MIRANDA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2718799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,13,13,3863,2248,2144,59,2203,33,12,536,24.33,1608,72.99
SAN MIGUEL,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2719099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,9,9,2093,1127,1097,16,1113,8,6,336,30.18,761,68.37
SAN VICENTE DE CHUCURI,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2719399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,69,69,24221,11988,11173,450,11623,326,39,4359,37.50,6814,58.62
SANTA BARBARA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2719599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,7,7,1853,1174,1122,25,1147,19,8,385,33.56,737,64.25
SANTA HELENA DEL OPON,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2719499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,10,10,2989,1508,1403,79,1482,21,5,606,40.89,797,53.77
SIMACOTA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2719699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,17,17,5705,3177,3044,62,3106,52,19,1572,50.61,1472,47.39
SOCORRO,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2719999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,59,59,22206,12337,11676,393,12069,249,19,6021,49.88,5655,46.85
SUAITA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2720299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,24,24,8148,4040,3821,113,3934,93,13,2333,59.30,1488,37.82
SUCRE,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2720599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,20,20,5917,2907,2798,58,2856,45,6,813,28.46,1985,69.50
SURATA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2720899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,10,10,2803,1638,1554,38,1592,36,10,545,34.23,1009,63.37
TONA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2721199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,13,13,4873,2849,2672,86,2758,79,12,1423,51.59,1249,45.28
VALLE DE SAN JOSE,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2721799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,13,13,4381,2756,2639,62,2701,50,5,1161,42.98,1478,54.72
VELEZ,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2722099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,45,45,15968,8359,7784,262,8046,283,30,4650,57.79,3134,38.95
VETAS,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2721999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,4,4,1430,848,800,29,829,19,0,117,14.11,683,82.38
VILLANUEVA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2722199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,16,16,6217,3481,3301,118,3419,51,11,1093,31.96,2208,64.58
ZAPATOCA,SANTANDER,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2722399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2799999_L1.htm,19,19,7120,3511,3302,112,3414,86,11,1103,32.30,2199,64.41
BUENAVISTA,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2801099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,24,24,9190,4977,4881,56,4937,27,13,3658,74.09,1223,24.77
CAIMITO,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2802099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,28,28,8397,4995,4916,33,4949,36,10,3910,79.00,1006,20.32
CHALAN,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2804599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,12,12,4352,2446,2406,20,2426,13,7,1263,52.06,1143,47.11
COLOSO (RICAURTE),SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2803099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,19,19,6486,3776,3692,36,3728,28,20,2257,60.54,1435,38.49
COROZAL,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2804099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,111,111,44135,24030,23242,484,23726,282,22,14187,59.79,9055,38.16
COVEÑAS,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2804199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,28,28,10050,6384,6138,131,6269,96,19,3812,60.80,2326,37.10
EL ROBLE,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2804299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,26,26,7466,4173,4116,25,4141,23,9,3076,74.28,1040,25.11
GALERAS (NUEVA GRANADA),SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2804899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,41,41,15009,8401,8197,113,8310,65,26,4506,54.22,3691,44.41
GUARANDA,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2804999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,34,34,12014,6502,6385,52,6437,50,15,2722,42.28,3663,56.90
LA UNION,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2805099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,28,28,9166,5068,4976,55,5031,27,10,3806,75.65,1170,23.25
LOS PALMITOS,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2805599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,46,46,16691,10368,10185,89,10274,76,18,7385,71.88,2800,27.25
MAJAGUAL,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2806099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,78,78,25071,14145,13914,90,14004,104,37,6968,49.75,6946,49.60
MORROA,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2808099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,36,36,12154,7005,6802,115,6917,68,20,4070,58.84,2732,39.49
OVEJAS,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2810099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,57,57,19495,10955,10728,106,10834,96,25,6749,62.29,3979,36.72
PALMITO,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2812099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,29,29,9233,5307,5193,45,5238,52,17,3552,67.81,1641,31.32
SAMPUES,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2816099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,81,81,29234,17630,17167,239,17406,181,43,12252,70.38,4915,28.23
SAN BENITO ABAD,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2818099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,56,56,17776,9534,9368,60,9428,81,25,5279,55.99,4089,43.37
SAN JUAN DE BETULIA (BETULIA),SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2819099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,32,32,10833,6578,6405,102,6507,56,15,4208,64.66,2197,33.76
SAN MARCOS,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2820099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,109,109,40135,19878,19373,218,19591,228,59,11107,56.69,8266,42.19
SAN ONOFRE,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2822099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,113,113,39570,16439,16045,144,16189,189,61,12211,75.42,3834,23.68
SAN PEDRO,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2824099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,42,42,15727,8676,8439,136,8575,76,25,5350,62.39,3089,36.02
SINCE,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2826099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,70,70,24765,12860,12450,215,12665,165,30,8080,63.79,4370,34.50
SINCELEJO,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2800199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,462,462,184217,94917,90940,2458,93398,1330,189,49534,53.03,41406,44.33
SUCRE,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2828099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,67,67,19826,9977,9824,54,9878,70,29,5168,52.31,4656,47.13
TOLU,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2830099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,59,59,21937,11420,11003,227,11230,160,30,7301,65.01,3702,32.96
TOLUVIEJO,SUCRE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2832099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2899999_L1.htm,49,49,17338,9875,9667,125,9792,61,22,7013,71.61,2654,27.10
ALPUJARRA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2900499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,12,12,3585,1962,1900,25,1925,31,6,302,15.68,1598,83.01
ALVARADO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2900799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,23,23,8110,3984,3808,80,3888,74,22,2014,51.80,1794,46.14
AMBALEMA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2901099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,21,21,6900,3183,3028,70,3098,74,11,1956,63.13,1072,34.60
ANZOATEGUI,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2901399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,20,20,7114,3464,3320,56,3376,66,22,503,14.89,2817,83.44
ARMERO (GUAYABAL),TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2901699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,27,27,9969,4901,4650,97,4747,133,21,2577,54.28,2073,43.66
ATACO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2901999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,47,47,14531,7473,7292,85,7377,69,27,1299,17.60,5993,81.23
CAJAMARCA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2902299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,42,42,15993,8296,7704,293,7997,262,37,1663,20.79,6041,75.54
CARMEN DE APICALA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2902599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,21,21,8031,4679,4491,93,4584,82,13,2116,46.16,2375,51.81
CASABIANCA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2902899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,13,13,4763,2510,2392,53,2445,50,15,575,23.51,1817,74.31
CHAPARRAL,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2904099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,87,87,36209,15615,14959,342,15301,250,64,5655,36.95,9304,60.80
COELLO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2903199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,22,22,7607,3808,3666,71,3737,56,15,2261,60.50,1405,37.59
COYAIMA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2903499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,44,44,16594,8341,7972,92,8064,139,138,5018,62.22,2954,36.63
CUNDAY,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2903799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,23,23,7066,3464,3370,34,3404,41,19,865,25.41,2505,73.58
DOLORES,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2904399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,19,19,6440,3183,3065,49,3114,56,13,736,23.63,2329,74.79
ESPINAL,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2904699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,141,141,55765,31925,29907,1094,31001,835,89,14002,45.16,15905,51.30
FALAN,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2904999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,15,15,5684,3041,2909,66,2975,42,24,1531,51.46,1378,46.31
FLANDES,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2905299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,44,44,16676,8860,8341,252,8593,232,35,3817,44.41,4524,52.64
FRESNO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2905599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,74,74,25411,12288,11502,361,11863,351,74,2536,21.37,8966,75.57
GUAMO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2905899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,71,71,25217,12527,11958,286,12244,235,48,3891,31.77,8067,65.88
HERVEO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2906199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,19,19,6014,2989,2841,55,2896,70,23,590,20.37,2251,77.72
HONDA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2906499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,51,51,22579,10554,9835,345,10180,334,40,4876,47.89,4959,48.71
IBAGUE,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2900199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,934,934,370044,201187,183859,9793,193652,7189,346,69593,35.93,114266,59.00
ICONONZO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2906799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,23,23,8175,3998,3839,93,3932,57,9,2011,51.14,1828,46.49
LERIDA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2907099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,41,41,14781,7249,6859,231,7090,141,18,3860,54.44,2999,42.29
LIBANO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2907399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,77,77,32391,15542,14618,437,15055,410,77,5788,38.44,8830,58.65
MARIQUITA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2907699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,72,72,27396,14643,13603,458,14061,532,50,6022,42.82,7581,53.91
