MUNICIPIO,DEPARTAMENTO,URL MUNICIPIO,URL DEPARTAMENTO,PORCENTAJE ESCRUTADO,NÚMERO DE MESAS INSTALADAS,TOTAL MESAS,PORCENTAJE VOTACIÓN,NÚMERO DE VOTOS,NÚMERO PERSONAS HÁBILES PARA VOTAR,PORCENTAJE SÍ,VOTOS SÍ,PORCENTAJE NO,VOTOS NO,VOTOS VÁLIDOS,VOTOS NO MARCADOS,VOTOS NULOS,PORCENTAJE MESAS INSCRITAS,PORCENTAJE ABSTENCIONISMO
LA CELIA,RISARALDA,http://plebiscito.registraduria.gov.co/99PL/DPL24038ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL24ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,37.8,2457,6500,38.18,903,61.81,1462,2365,33,59,1,0.622
LA VIRGINIA,RISARALDA,http://plebiscito.registraduria.gov.co/99PL/DPL24046ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL24ZZZZZZZZZZZZZZZ_L1.htm,100,68,68,39.52,12411,31403,40.16,4852,59.83,7229,12081,120,210,1,0.6047829825
MARSELLA,RISARALDA,http://plebiscito.registraduria.gov.co/99PL/DPL24054ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL24ZZZZZZZZZZZZZZZ_L1.htm,100,39,39,36,5602,15561,38.15,2067,61.84,3350,5417,88,97,1,0.6399974295
MISTRATO,RISARALDA,http://plebiscito.registraduria.gov.co/99PL/DPL24062ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL24ZZZZZZZZZZZZZZZ_L1.htm,100,27,27,33.93,3765,11096,52.88,1926,47.11,1716,3642,58,65,1,0.6606885364
PEREIRA,RISARALDA,http://plebiscito.registraduria.gov.co/99PL/DPL24001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL24ZZZZZZZZZZZZZZZ_L1.htm,100,891,891,42.16,165775,393135,46.14,75063,53.85,87598,162661,836,2278,1,0.5783255116
PUEBLO RICO,RISARALDA,http://plebiscito.registraduria.gov.co/99PL/DPL24070ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL24ZZZZZZZZZZZZZZZ_L1.htm,100,23,23,30.83,2851,9245,63.04,1720,36.95,1008,2728,76,47,1,0.6916170903
QUINCHIA,RISARALDA,http://plebiscito.registraduria.gov.co/99PL/DPL24078ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL24ZZZZZZZZZZZZZZZ_L1.htm,100,47,47,41.98,8321,19821,52.6,4144,47.39,3734,7878,184,259,1,0.5801927249
SANTA ROSA DE CABAL,RISARALDA,http://plebiscito.registraduria.gov.co/99PL/DPL24086ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL24ZZZZZZZZZZZZZZZ_L1.htm,100,127,127,42.93,25498,59393,40.2,9970,59.79,14826,24796,184,518,1,0.5706901487
SANTUARIO,RISARALDA,http://plebiscito.registraduria.gov.co/99PL/DPL24094ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL24ZZZZZZZZZZZZZZZ_L1.htm,100,31,31,30.79,3775,12258,41.07,1473,58.92,2113,3586,70,119,1,0.6920378528
PROVIDENCIA,SAN ANDRES,http://plebiscito.registraduria.gov.co/99PL/DPL56004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL56ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,30.12,1210,4017,81.84,974,18.15,216,1190,16,4,1,0.6987801842
SAN ANDRES,SAN ANDRES,http://plebiscito.registraduria.gov.co/99PL/DPL56001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL56ZZZZZZZZZZZZZZZ_L1.htm,100,98,98,19.3,8466,43864,51.21,4301,48.78,4097,8398,36,32,1,0.8069943462
AGUADA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,4,4,23.68,361,1524,47.55,165,52.44,182,347,8,6,1,0.7631233596
ALBANIA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,36.47,1200,3290,56.35,656,43.64,508,1164,21,15,1,0.6352583587
ARATOCA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,41.37,2680,6477,51.49,1328,48.5,1251,2579,50,51,1,0.5862281921
BARBOSA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27013ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,58,58,37.98,9191,24199,49.22,4413,50.77,4552,8965,64,162,1,0.620190917
BARICHARA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27016ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,41.65,2608,6261,57.23,1452,42.76,1085,2537,20,51,1,0.5834531225
BARRANCABERMEJA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27019ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,399,399,46.09,77255,167609,50.54,38260,49.45,37440,75700,402,1153,1,0.5390760639
BETULIA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27022ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,37.67,1503,3989,42.67,620,57.32,833,1453,11,39,1,0.6232138381
BOLIVAR,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27025ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,34.35,2845,8280,52.41,1400,47.58,1271,2671,76,98,1,0.6564009662
BUCARAMANGA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,1154,1154,45.56,225567,495063,44.88,100143,55.11,122985,223128,457,1982,1,0.5443670806
CABRERA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27028ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,4,4,42.27,695,1644,65.78,446,34.21,232,678,7,10,1,0.5772506083
CALIFORNIA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27031ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,4,4,42.24,708,1676,22.22,152,77.77,532,684,5,19,1,0.5775656325
CAPITANEJO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27034ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,37.78,1840,4870,37.85,672,62.14,1103,1775,33,32,1,0.6221765914
CARCASI,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27037ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,45.15,1651,3656,32.48,509,67.51,1058,1567,23,61,1,0.5484135667
CEPITA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,53.24,943,1771,64.74,584,35.25,318,902,16,25,1,0.4675324675
CERRITO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27043ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,45.32,2177,4803,46.11,949,53.88,1109,2058,37,82,1,0.5467416198
CHARALA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27061ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,37.37,3582,9583,61.35,2148,38.64,1353,3501,28,53,1,0.6262130857
CHARTA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27064ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,41.6,1339,3218,28.33,372,71.66,941,1313,8,18,1,0.5839030454
CHIMA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27067ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,6,6,39.05,913,2338,65.11,558,34.88,299,857,25,31,1,0.6094952951
CHIPATA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27070ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,23.87,989,4142,71.56,687,28.43,273,960,17,12,1,0.7612264606
CIMITARRA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27045ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,73,73,33.91,9548,28154,40.42,3718,59.57,5480,9198,79,271,1,0.6608652412
CONCEPCION,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27046ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,38.5,1884,4893,38.74,642,61.25,1015,1657,165,62,1,0.6149601471
CONFINES,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27049ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,6,6,36.83,865,2348,37.98,321,62.01,524,845,6,14,1,0.6316013629
CONTRATACION,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27052ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,8,8,46.95,1371,2920,57.9,762,42.09,554,1316,25,30,1,0.5304794521
COROMORO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27055ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,38.49,1594,4141,53.49,795,46.5,691,1486,41,67,1,0.615068824
CURITI,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27058ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,41.1,3378,8217,46.7,1526,53.29,1741,3267,35,76,1,0.5889010588
EL CARMEN,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27071ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,31,31,41.6,4458,10715,26.76,1138,73.23,3114,4252,44,162,1,0.5839477368
EL GUACAMAYO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27073ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,5,5,51.13,813,1590,69.72,539,30.27,234,773,17,23,1,0.4886792453
EL PEÑON,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27075ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,39.77,1328,3339,49.56,620,50.43,631,1251,32,45,1,0.6022761306
EL PLAYON,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27074ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,34,34,37.73,4361,11556,27.56,1157,72.43,3041,4198,59,104,1,0.6226202838
ENCINO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27076ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,5,5,32.59,692,2123,62.4,405,37.59,244,649,17,26,1,0.6740461611
ENCISO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27079ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,41.16,1345,3267,45.87,595,54.12,702,1297,18,30,1,0.5883073156
FLORIAN,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27080ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,33.01,1703,5159,66.96,1115,33.03,550,1665,16,22,1,0.6698972669
FLORIDABLANCA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27082ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,423,423,49.14,87866,178805,41.67,36189,58.32,50640,86829,167,870,1,0.5085931601
GALAN,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27085ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,42.66,1082,2536,41.85,434,58.14,603,1037,14,31,1,0.5733438486
GAMBITA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27088ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,35.04,1135,3239,54.81,603,45.18,497,1100,16,19,1,0.6495832047
GIRON,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27091ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,251,251,43.36,45814,105643,37.87,17099,62.12,28052,45151,114,549,1,0.5663318914
GUACA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27094ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,39.92,2052,5140,38.66,766,61.33,1215,1981,33,38,1,0.6007782101
GUADALUPE,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27097ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,36.15,1567,4334,40.06,607,59.93,908,1515,22,30,1,0.63844024
GUAPOTA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27100ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,5,5,42.2,774,1834,51.62,381,48.37,357,738,9,27,1,0.5779716467
GUAVATA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27103ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,30.08,1345,4470,62.01,808,37.98,495,1303,14,28,1,0.6991051454
GUEPSA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27106ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,35.03,1462,4173,61.75,885,38.24,548,1433,9,20,1,0.6496525282
HATO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27109ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,5,5,44.76,817,1825,59.94,464,40.05,310,774,24,19,1,0.5523287671
JESUS MARIA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27112ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,32.48,1055,3248,63.23,645,36.76,375,1020,16,19,1,0.6751847291
JORDAN,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27115ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,4,4,36.04,399,1107,50.38,194,49.61,191,385,11,3,1,0.6395663957
LA BELLEZA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27119ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,42.03,2250,5353,33.6,741,66.39,1464,2205,17,28,1,0.5796749486
LA PAZ,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27118ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,29.4,1217,4139,58.15,681,41.84,490,1171,17,29,1,0.705967625
LANDAZURI,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27120ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,26,26,32.65,3055,9356,52.62,1484,47.37,1336,2820,62,173,1,0.673471569
LEBRIJA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27121ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,76,76,43.67,12831,29381,30.62,3857,69.37,8738,12595,61,175,1,0.5632892005
LOS SANTOS,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27124ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,21,21,48.17,4109,8529,42.04,1643,57.95,2265,3908,35,166,1,0.5182319146
MACARAVITA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27127ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,6,6,37.43,840,2244,56.78,456,43.21,347,803,16,21,1,0.6256684492
MALAGA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27130ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,41,41,43.67,6841,15663,38.31,2538,61.68,4086,6624,39,178,1,0.5632382047
MATANZA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27133ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,46.48,2256,4853,39.36,866,60.63,1334,2200,17,39,1,0.5351329075
MOGOTES,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27136ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,21,21,37.99,2854,7512,43.69,1165,56.3,1501,2666,60,128,1,0.6200745474
MOLAGAVITA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27139ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,39.89,1433,3592,39.01,531,60.98,830,1361,34,38,1,0.6010579065
OCAMONTE,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27142ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,44.26,1670,3773,69.77,1129,30.22,489,1618,17,35,1,0.5573813941
OIBA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27145ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,42.39,3582,8450,44.41,1543,55.58,1931,3474,29,79,1,0.5760946746
ONZAGA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27148ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,33.62,1276,3795,53.36,634,46.63,554,1188,47,41,1,0.6637681159
PALMAR,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27151ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,4,4,43.9,594,1353,68.44,397,31.55,183,580,8,6,1,0.5609756098
PALMAS DEL SOCORRO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27154ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,6,6,41.29,1013,2453,53.56,526,46.43,456,982,11,20,1,0.5870362821
PARAMO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27157ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,49.54,1586,3201,51.19,791,48.8,754,1545,8,33,1,0.5045298344
PIEDECUESTA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27160ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,242,242,48.81,49041,100462,39.91,19145,60.08,28817,47962,340,739,1,0.5118452748
PINCHOTE,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27163ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,8,8,42.65,1357,3181,56.25,742,43.74,577,1319,13,25,1,0.5734045898
PUENTE NACIONAL,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27166ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,37,37,34.62,4456,12869,57.3,2492,42.69,1857,4349,35,72,1,0.6537415495
PUERTO PARRA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27167ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,28.53,1545,5414,32.18,487,67.81,1026,1513,15,17,1,0.7146287403
PUERTO WILCHES,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27169ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,62,62,37.7,8619,22860,48.69,4098,51.3,4317,8415,42,162,1,0.6229658793
RIONEGRO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27172ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,63,63,37.58,8296,22075,33.34,2675,66.65,5347,8022,95,179,1,0.6241902605
SABANA DE TORRES,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27174ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,47,47,38.46,7916,20581,30.85,2386,69.14,5347,7733,59,124,1,0.6153734027
SAN ANDRES,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27175ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,43.54,3085,7084,55.58,1642,44.41,1312,2954,52,79,1,0.5645115754
SAN BENITO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27178ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,7,7,29.44,880,2989,67.67,584,32.32,279,863,9,8,1,0.7055871529
SAN GIL,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27181ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,101,101,43.56,17462,40079,50.46,8574,49.53,8416,16990,215,257,1,0.5643104868
SAN JOAQUIN,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27184ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,5,5,33.3,739,2219,61.9,429,38.09,264,693,21,25,1,0.6669671023
SAN JOSE DE MIRANDA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27187ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,46.41,1818,3917,32.74,578,67.25,1187,1765,28,25,1,0.5358692877
SAN MIGUEL,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27190ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,38.17,825,2161,54.3,423,45.69,356,779,22,24,1,0.6182322999
SAN VICENTE DE CHUCURI,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27193ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,63,63,37.35,9173,24555,40.76,3604,59.23,5237,8841,80,252,1,0.6264304622
SANTA BARBARA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27195ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,6,6,36.79,734,1995,36.01,255,63.98,453,708,11,15,1,0.6320802005
SANTA HELENA DEL OPON,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27194ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,35.89,1113,3101,38.48,396,61.51,633,1029,19,65,1,0.6410835214
