MUNICIPIO,DEPARTAMENTO,URL MUNICIPIO,URL DEPARTAMENTO,PORCENTAJE ESCRUTADO,NÚMERO DE MESAS INSTALADAS,TOTAL MESAS,PORCENTAJE VOTACIÓN,NÚMERO DE VOTOS,NÚMERO PERSONAS HÁBILES PARA VOTAR,PORCENTAJE SÍ,VOTOS SÍ,PORCENTAJE NO,VOTOS NO,VOTOS VÁLIDOS,VOTOS NO MARCADOS,VOTOS NULOS,PORCENTAJE MESAS INSCRITAS,PORCENTAJE ABSTENCIONISMO
SIMACOTA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27196ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,38.82,2290,5898,56.04,1237,43.95,970,2207,17,66,1,0.6117327908
SOCORRO,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27199ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,56,56,40.19,9556,23774,46.27,4348,53.72,5049,9397,36,123,1,0.598048288
SUAITA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27202ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,32.43,2678,8256,53.98,1395,46.01,1189,2584,29,65,1,0.675629845
SUCRE,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27205ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,31.83,1858,5837,38.73,698,61.26,1104,1802,28,28,1,0.6816857975
SURATA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27208ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,44.52,1343,3016,37.25,478,62.74,805,1283,20,40,1,0.5547082228
TONA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27211ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,41.19,2039,4950,41.28,808,58.71,1149,1957,16,66,1,0.5880808081
VALLE DE SAN JOSE,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27217ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,41.01,1902,4637,50.84,935,49.15,904,1839,18,45,1,0.589821005
VELEZ,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27220ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,37.68,6193,16435,54.26,3254,45.73,2742,5996,37,160,1,0.623182233
VETAS,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27219ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,4,4,39.56,580,1466,16.19,92,83.8,476,568,2,10,1,0.6043656207
VILLANUEVA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27221ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,37.7,2389,6336,38.99,912,61,1427,2339,16,34,1,0.6229482323
ZAPATOCA,SANTANDER,http://plebiscito.registraduria.gov.co/99PL/DPL27223ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL27ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,35.56,2620,7366,38.63,984,61.36,1563,2547,22,51,1,0.6443117024
BUENAVISTA,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,33.78,3250,9619,68.77,2187,31.22,993,3180,48,22,1,0.6621270402
CAIMITO,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28020ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,25,25,32.13,2814,8757,77.33,2126,22.66,623,2749,41,24,1,0.6786570743
CHALAN,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28045ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,31.66,1394,4403,65.09,869,34.9,466,1335,40,19,1,0.6833976834
COLOSO (RICAURTE),SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28030ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,35.14,2374,6755,70.14,1628,29.85,693,2321,27,26,1,0.6485566247
COROZAL,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,107,107,39.67,18206,45886,61,10907,38.99,6973,17880,120,206,1,0.6032341019
COVEÑAS,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28041ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,27,27,35.69,3898,10921,50.03,1918,49.96,1915,3833,24,41,1,0.6430729787
EL ROBLE,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28042ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,37.84,2912,7694,77.95,2238,22.04,633,2871,19,22,1,0.6215232649
GALERAS (NUEVA GRANADA),SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28048ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,39,39,33.81,5332,15770,41.78,2181,58.21,3039,5220,61,51,1,0.6618896639
GUARANDA,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28049ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,33,33,28.01,3584,12792,51.56,1811,48.43,1701,3512,24,48,1,0.7198248906
LA UNION,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28050ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,25,25,31.7,2983,9408,79.54,2329,20.45,599,2928,37,18,1,0.6829294218
LOS PALMITOS,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28055ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,43,43,43.55,7661,17591,76.74,5779,23.25,1751,7530,65,66,1,0.5644932068
MAJAGUAL,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28060ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,73,73,26.57,6929,26077,57.93,3935,42.06,2857,6792,85,52,1,0.7342869195
MORROA,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28080ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,33,33,40.75,5222,12813,65.45,3322,34.54,1753,5075,46,101,1,0.5924451729
OVEJAS,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28100ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,51,51,37.09,7470,20135,72.51,5328,27.48,2019,7347,65,58,1,0.6290042215
PALMITO,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28120ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,26,26,35.2,3394,9642,69.67,2323,30.32,1011,3334,31,29,1,0.6479983406
SAMPUES,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28160ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,78,78,37.79,11708,30974,59.72,6816,40.27,4596,11412,126,170,1,0.622005553
SAN BENITO ABAD,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28180ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,53,53,29.64,5485,18505,64.34,3460,35.65,1917,5377,62,46,1,0.7035936233
SAN JUAN DE BETULIA (BETULIA),SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28190ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,27,27,40.39,4534,11225,71.3,3185,28.69,1282,4467,28,39,1,0.5960801782
SAN MARCOS,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28200ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,103,103,26.62,11381,42745,63.61,7058,36.38,4036,11094,122,165,1,0.733746637
SAN ONOFRE,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28220ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,105,105,25.53,10458,40959,78.01,7973,21.98,2247,10220,117,121,1,0.7446715008
SAN PEDRO,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28240ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,38,38,36.2,5895,16284,64.86,3759,35.13,2036,5795,62,38,1,0.6379882093
SINCE,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28260ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,63,63,35.79,9157,25579,61.02,5470,38.97,3493,8963,82,112,1,0.6420110247
SINCELEJO,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,446,446,35.93,70389,195898,54.37,37461,45.62,31435,68896,722,771,1,0.6406854588
SUCRE,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28280ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,65,65,27.4,5670,20688,55.76,3100,44.23,2459,5559,59,52,1,0.7259280742
TOLU,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28300ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,54,54,34.49,7870,22816,70.23,5427,29.76,2300,7727,54,89,1,0.6550666199
TOLUVIEJO,SUCRE,http://plebiscito.registraduria.gov.co/99PL/DPL28320ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL28ZZZZZZZZZZZZZZZ_L1.htm,100,45,45,41.68,7424,17811,71.73,5227,28.26,2060,7287,74,63,1,0.5831789344
ALPUJARRA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,40.72,1517,3725,31.02,452,68.97,1005,1457,14,46,1,0.5927516779
ALVARADO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,33.09,2787,8422,48.11,1312,51.88,1415,2727,24,36,1,0.6690809784
AMBALEMA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,34.71,2403,6922,51.92,1216,48.07,1126,2342,14,47,1,0.6528459983
ANZOATEGUI,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29013ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,31.65,2362,7462,30.54,693,69.45,1576,2269,51,42,1,0.6834628786
ARMERO (GUAYABAL),TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29016ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,25,25,35.07,3568,10172,51.7,1794,48.29,1676,3470,30,68,1,0.6492331891
ATACO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29019ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,35.11,5252,14957,32.45,1658,67.54,3451,5109,75,68,1,0.6488600655
CAJAMARCA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29022ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,38,38,37.34,6046,16190,30.86,1823,69.13,4084,5907,54,85,1,0.6265596047
CARMEN DE APICALA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29025ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,41.47,3506,8453,35.2,1218,64.79,2242,3460,12,34,1,0.5852360109
CASABIANCA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29028ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,38.98,1926,4940,49.17,922,50.82,953,1875,29,22,1,0.6101214575
CHAPARRAL,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,83,83,32.84,12516,38101,44.99,5476,55,6694,12170,174,172,1,0.6715046849
COELLO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29031ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,21,21,35.03,2701,7709,56.25,1488,43.74,1157,2645,22,34,1,0.6496303022
COYAIMA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29034ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,41,41,33.06,5685,17192,62.06,3404,37.93,2081,5485,119,81,1,0.6693229409
CUNDAY,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29037ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,36.73,2648,7208,41.48,1075,58.51,1516,2591,26,31,1,0.6326304107
DOLORES,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29043ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,41,2759,6729,41.5,1109,58.49,1563,2672,35,52,1,0.5899836528
ESPINAL,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29046ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,134,134,40.32,23446,58148,36.45,8388,63.54,14623,23011,111,324,1,0.5967875077
FALAN,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29049ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,39.1,2230,5702,53.54,1147,46.45,995,2142,36,52,1,0.6089091547
FLANDES,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29052ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,39,39,38.92,6693,17194,36.13,2373,63.86,4194,6567,38,88,1,0.6107363034
FRESNO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29055ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,68,68,32.81,8566,26101,33.09,2741,66.9,5542,8283,100,183,1,0.6718133405
GUAMO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29058ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,63,63,34.98,9014,25766,34.47,3042,65.52,5783,8825,75,114,1,0.6501591244
HERVEO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29061ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,32.62,1932,5922,39.09,724,60.9,1128,1852,40,40,1,0.6737588652
HONDA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29064ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,49,49,37.12,8549,23027,42.56,3549,57.43,4788,8337,62,150,1,0.6287401746
IBAGUE,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,889,889,46.49,182499,392554,39.39,70780,60.6,108879,179659,656,2184,1,0.5350983559
ICONONZO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29067ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,34.68,2912,8395,52.87,1498,47.12,1335,2833,30,49,1,0.6531268612
LERIDA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29070ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,38,38,37.1,5665,15269,49.42,2748,50.57,2812,5560,28,77,1,0.6289868361
LIBANO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29073ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,72,72,32.73,10767,32895,49.61,5158,50.38,5238,10396,145,226,1,0.6726858185
MARIQUITA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29076ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,68,68,38.67,11144,28817,42.13,4570,57.86,6277,10847,80,217,1,0.6132838255
MELGAR,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29079ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,65,65,39.71,10942,27553,28.81,3102,71.18,7663,10765,47,130,1,0.6028744601
MURILLO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29080ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,30.9,1169,3782,37.21,409,62.78,690,1099,14,56,1,0.6909042834
NATAGAIMA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29082ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,38,38,35.16,5420,15411,56.02,2970,43.97,2331,5301,41,78,1,0.6483031601
ORTEGA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29085ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,63,63,35.84,8505,23729,39.99,3247,60,4872,8119,159,227,1,0.6415778162
PALOCABILDO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29087ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,33.31,2488,7468,41.53,1003,58.46,1412,2415,24,49,1,0.6668452062
PIEDRAS,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29088ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,36.53,1968,5387,50.38,974,49.61,959,1933,10,25,1,0.634676072
PLANADAS,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29089ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,47,47,31.55,6205,19662,47.77,2818,52.22,3081,5899,108,198,1,0.6844166412
PRADO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29091ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,21,21,37.8,2999,7933,38.39,1121,61.6,1799,2920,36,43,1,0.6219589058
PURIFICACION,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29094ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,49,49,41.31,8339,20186,49.42,4045,50.57,4139,8184,50,105,1,0.5868919053
RIOBLANCO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29097ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,41,41,29.8,4778,16033,48.8,2209,51.19,2317,4526,133,119,1,0.7019896464
RONCESVALLES,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29100ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,37.5,1566,4175,51.33,768,48.66,728,1496,22,48,1,0.6249101796
ROVIRA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29103ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,52,52,32.15,6272,19506,29.29,1776,70.7,4287,6063,57,152,1,0.6784579104
SALDAÑA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29105ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,36.17,4492,12416,33.12,1463,66.87,2954,4417,22,53,1,0.6382087629
SAN ANTONIO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29106ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,25,25,40.38,4044,10013,28.36,1097,71.63,2770,3867,83,94,1,0.5961250375
SAN LUIS,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29109ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,40.21,4344,10802,38.69,1638,61.3,2595,4233,54,57,1,0.5978522496
SANTA ISABEL,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29112ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,30.86,1791,5802,27.85,485,72.14,1256,1741,19,31,1,0.6913133402
SUAREZ,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29115ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,41.33,1813,4386,38.99,700,61,1095,1795,3,15,1,0.5866393069
VALLE DE SAN JUAN,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29118ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,30.35,1500,4942,46.03,673,53.96,789,1462,12,26,1,0.6964791582
VENADILLO,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29121ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,38.29,4488,11721,43.77,1929,56.22,2478,4407,29,52,1,0.6170975173
VILLAHERMOSA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29124ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,33.68,2419,7181,25.88,605,74.11,1732,2337,43,39,1,0.6631388386
VILLARRICA,TOLIMA,http://plebiscito.registraduria.gov.co/99PL/DPL29127ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL29ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,34.45,1793,5204,38.54,671,61.45,1070,1741,10,42,1,0.6554573405
ALCALA,VALLE,http://plebiscito.registraduria.gov.co/99PL/DPL31004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL31ZZZZZZZZZZZZZZZ_L1.htm,100,27,27,33.95,3800,11192,48.88,1804,51.11,1886,3690,41,69,1,0.6604717655
ANDALUCIA,VALLE,http://plebiscito.registraduria.gov.co/99PL/DPL31007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL31ZZZZZZZZZZZZZZZ_L1.htm,100,47,47,35.11,6865,19548,52.12,3505,47.87,3219,6724,40,101,1,0.6488131778
